FECHAHORA,DEM
2015-01-25T07UTC+01:00,3103.225
2015-01-25T08UTC+01:00,2792.513
2015-01-25T09UTC+01:00,3421.198
2015-01-25T10UTC+01:00,3523.467
2015-01-25T11UTC+01:00,3430.174
2015-01-25T12UTC+01:00,3294.826
2015-01-25T13UTC+01:00,2670.553
2015-01-25T14UTC+01:00,2366.778
2015-01-25T15UTC+01:00,2307.06
2015-01-25T16UTC+01:00,2345.278
2015-01-25T17UTC+01:00,2391.62
2015-01-25T18UTC+01:00,3104.814
2015-01-25T19UTC+01:00,3252.862
2015-01-25T20UTC+01:00,3176.991
2015-01-25T21UTC+01:00,2997.596
2015-01-25T22UTC+01:00,2233.743
2015-01-25T23UTC+01:00,1994.907
2015-01-26T00UTC+01:00,2021.12
2015-01-26T01UTC+01:00,2019.719
2015-01-26T02UTC+01:00,2028.364
2015-01-26T03UTC+01:00,2152.674
2015-01-26T04UTC+01:00,2346.159
2015-01-26T05UTC+01:00,2645.83
2015-01-26T06UTC+01:00,3375.619
2015-01-26T07UTC+01:00,4380.681
2015-01-26T08UTC+01:00,5238.69
2015-01-26T09UTC+01:00,7082.65
2015-01-26T10UTC+01:00,7329.374
2015-01-26T11UTC+01:00,7242.832
2015-01-26T12UTC+01:00,6961.261
2015-01-26T13UTC+01:00,5596.495
2015-01-26T14UTC+01:00,5034.72
2015-01-26T15UTC+01:00,4866.496
2015-01-26T16UTC+01:00,4959.84
2015-01-26T17UTC+01:00,5208.541
2015-01-26T18UTC+01:00,5394.683
2015-01-26T19UTC+01:00,5367.474
2015-01-26T20UTC+01:00,4864.771
2015-01-26T21UTC+01:00,3918.754
2015-01-26T22UTC+01:00,3108.633
2015-01-26T23UTC+01:00,2625.761
2015-01-27T00UTC+01:00,2557.068
2015-01-27T01UTC+01:00,2488.67
2015-01-27T02UTC+01:00,2424.183
2015-01-27T03UTC+01:00,2386.783
2015-01-27T04UTC+01:00,2405.202
2015-01-27T05UTC+01:00,2617.558
2015-01-27T06UTC+01:00,3278.663
2015-01-27T07UTC+01:00,4208.029
2015-01-27T08UTC+01:00,4999.345
2015-01-27T09UTC+01:00,6791.293
2015-01-27T10UTC+01:00,7046.038
2015-01-27T11UTC+01:00,6971.564
2015-01-27T12UTC+01:00,6683.605
2015-01-27T13UTC+01:00,5398.139
2015-01-27T14UTC+01:00,4891.682
2015-01-27T15UTC+01:00,4733.221
2015-01-27T16UTC+01:00,4816.763
2015-01-27T17UTC+01:00,5000.511
2015-01-27T18UTC+01:00,5184.895
2015-01-27T19UTC+01:00,5192.815
2015-01-27T20UTC+01:00,4775.359
2015-01-27T21UTC+01:00,3876.599
2015-01-27T22UTC+01:00,3103.16
2015-01-27T23UTC+01:00,2642.403
2015-01-28T00UTC+01:00,2591.715
2015-01-28T01UTC+01:00,2525.73
2015-01-28T02UTC+01:00,2455.278
2015-01-28T03UTC+01:00,2406.458
2015-01-28T04UTC+01:00,2416.833
2015-01-28T05UTC+01:00,2627.973
2015-01-28T06UTC+01:00,3287.597
2015-01-28T07UTC+01:00,4197.596
2015-01-28T08UTC+01:00,4983.054
2015-01-28T09UTC+01:00,6769.054
2015-01-28T10UTC+01:00,7012.948
2015-01-28T11UTC+01:00,6920.101
2015-01-28T12UTC+01:00,6623.034
2015-01-28T13UTC+01:00,5328.615
2015-01-28T14UTC+01:00,4819.96
