FECHAHORA,DEM
2015-01-25T09UTC+01:00,914.077
2015-01-25T10UTC+01:00,1058.31
2015-01-25T11UTC+01:00,1093.123
2015-01-25T12UTC+01:00,1076.5
2015-01-25T13UTC+01:00,1088.265
2015-01-25T14UTC+01:00,1087.797
2015-01-25T15UTC+01:00,986.222
2015-01-25T16UTC+01:00,935.183
2015-01-25T17UTC+01:00,951.339
2015-01-25T18UTC+01:00,1216.894
2015-01-25T19UTC+01:00,1409.342
2015-01-25T20UTC+01:00,1478.572
2015-01-25T21UTC+01:00,1497.845
2015-01-25T22UTC+01:00,1402.625
2015-01-25T23UTC+01:00,1276.464
2015-01-26T00UTC+01:00,1079.673
2015-01-26T01UTC+01:00,947.974
2015-01-26T02UTC+01:00,858.504
2015-01-26T03UTC+01:00,814.703
2015-01-26T04UTC+01:00,799.256
2015-01-26T05UTC+01:00,828.775
2015-01-26T06UTC+01:00,901.532
2015-01-26T07UTC+01:00,1063.292
2015-01-26T08UTC+01:00,1055.931
2015-01-26T09UTC+01:00,1068.236
2015-01-26T10UTC+01:00,1133.62
2015-01-26T11UTC+01:00,1118.337
2015-01-26T12UTC+01:00,1099.152
2015-01-26T13UTC+01:00,1107.592
2015-01-26T14UTC+01:00,1049.348
2015-01-26T15UTC+01:00,985.678
2015-01-26T16UTC+01:00,982.897
2015-01-26T17UTC+01:00,1047.106
2015-01-26T18UTC+01:00,1317.165
2015-01-26T19UTC+01:00,1528.817
2015-01-26T20UTC+01:00,1563.96
2015-01-26T21UTC+01:00,1543.137
2015-01-26T22UTC+01:00,1421.011
2015-01-26T23UTC+01:00,1269.14
2015-01-27T00UTC+01:00,1082.663
2015-01-27T01UTC+01:00,940.694
2015-01-27T02UTC+01:00,855.759
2015-01-27T03UTC+01:00,809.441
2015-01-27T04UTC+01:00,798.65
2015-01-27T05UTC+01:00,828.646
2015-01-27T06UTC+01:00,907.158
2015-01-27T07UTC+01:00,1080.628
2015-01-27T08UTC+01:00,1086.833
2015-01-27T09UTC+01:00,1096.096
2015-01-27T10UTC+01:00,1149.067
2015-01-27T11UTC+01:00,1118.934
2015-01-27T12UTC+01:00,1102.27
2015-01-27T13UTC+01:00,1114.131
2015-01-27T14UTC+01:00,1056.727
2015-01-27T15UTC+01:00,997.356
2015-01-27T16UTC+01:00,1001.33
2015-01-27T17UTC+01:00,1075.168
2015-01-27T18UTC+01:00,1337.893
2015-01-27T19UTC+01:00,1525.378
2015-01-27T20UTC+01:00,1555.14
